x,y,p,xt,yt,time
0,0,0,0,0,0
-580.768081665,-150.230270386,0.2255859375,0.590551181102,0.433070866142,2524439
-580.859741211,-150.175292969,0.22607421875,0.590551181102,0.417322834646,2524449
-580.890304565,-150.065353394,0.2216796875,0.606299212598,0.417322834646,2524454
-580.890304565,-149.95539856,0.22607421875,0.606299212598,0.417322834646,2524459
-580.890304565,-149.845458984,0.23876953125,0.606299212598,0.417322834646,2524464
-580.798629761,-149.845458984,0.2578125,0.622047244094,0.417322834646,2524469
-580.523635864,-149.872940063,0.2841796875,0.622047244094,0.40157480315,2524473
-580.065292358,-149.92791748,0.30517578125,0.622047244094,0.40157480315,2524479
-579.301391602,-150.092834473,0.330078125,0.622047244094,0.40157480315,2524484
-578.323608398,-150.395187378,0.35302734375,0.622047244094,0.40157480315,2524489
-577.13192749,-150.944915771,0.36767578125,0.622047244094,0.417322834646,2524494
-575.787475586,-151.632080078,0.38134765625,0.622047244094,0.40157480315,2524499
-574.412460327,-152.539138794,0.400390625,0.622047244094,0.40157480315,2524504
-573.006896973,-153.556137085,0.41259765625,0.622047244094,0.40157480315,2524509
-571.631881714,-154.738052368,0.43359375,0.622047244094,0.40157480315,2524514
-570.226303101,-156.167358398,0.44873046875,0.622047244094,0.40157480315,2524519
-568.729064941,-157.871520996,0.462890625,0.606299212598,0.417322834646,2524524
-567.140167236,-159.823059082,0.47607421875,0.606299212598,0.417322834646,2524529
-565.429031372,-161.994491577,0.484375,0.606299212598,0.417322834646,2524534
-563.656799316,-164.248382568,0.4931640625,0.606299212598,0.417322834646,2524539
-561.823440552,-166.584732056,0.50244140625,0.590551181102,0.417322834646,2524544
-559.928985596,-169.085998535,0.5087890625,0.590551181102,0.417322834646,2524549
-558.003952026,-171.697219849,0.515625,0.590551181102,0.417322834646,2524554
-556.04838562,-174.473358154,0.52099609375,0.590551181102,0.433070866142,2524559
-554.062255859,-177.331954956,0.52490234375,0.574803149606,0.433070866142,2524563
-552.167785645,-180.327972412,0.52685546875,0.574803149606,0.433070866142,2524570
-550.395553589,-183.488922119,0.52880859375,0.574803149606,0.433070866142,2524573
-548.776092529,-186.842269897,0.5283203125,0.574803149606,0.433070866142,2524581
-547.370513916,-190.360549927,0.52978515625,0.590551181102,0.448818897638,2524584
-546.148284912,-194.126190186,0.52880859375,0.590551181102,0.448818897638,2524590
-545.109390259,-198.029281616,0.52978515625,0.590551181102,0.448818897638,2524594
-544.284378052,-201.987335205,0.52783203125,0.590551181102,0.448818897638,2524600
-543.6121521,-206.02784729,0.52783203125,0.606299212598,0.448818897638,2524604
-543.153808594,-210.17829895,0.52734375,0.606299212598,0.464566929134,2524610
-542.756576538,-214.52116394,0.52734375,0.606299212598,0.464566929134,2524614
-542.542694092,-218.781570435,0.52880859375,0.606299212598,0.48031496063,2524620
-542.389907837,-222.767120361,0.52587890625,0.606299212598,0.48031496063,2524624
-542.359359741,-226.285385132,0.52685546875,0.606299212598,0.496062992126,2524630
-542.512130737,-229.061523438,0.5263671875,0.590551181102,0.496062992126,2524635
-542.787139893,-231.260437012,0.52880859375,0.590551181102,0.511811023622,2524640
-543.123245239,-232.992095947,0.52880859375,0.590551181102,0.511811023622,2524644
-543.581588745,-234.311447144,0.52978515625,0.590551181102,0.527559055118,2524650
-544.070480347,-235.245986938,0.53173828125,0.590551181102,0.527559055118,2524655
-544.589935303,-235.933151245,0.53271484375,0.590551181102,0.527559055118,2524659
-545.139938354,-236.427902222,0.533203125,0.590551181102,0.543307086614,2524664
-545.689941406,-236.67527771,0.53271484375,0.590551181102,0.543307086614,2524669
-546.209396362,-236.812713623,0.53173828125,0.590551181102,0.543307086614,2524675
-546.667739868,-236.785232544,0.53125,0.590551181102,0.543307086614,2524680
-547.126068115,-236.565338135,0.52978515625,0.590551181102,0.543307086614,2524685
-547.584411621,-236.153030396,0.5283203125,0.590551181102,0.543307086614,2524689
-548.042739868,-235.43838501,0.52734375,0.590551181102,0.55905511811,2524695
-548.592758179,-234.311447144,0.52734375,0.574803149606,0.55905511811,2524700
-549.112197876,-232.689743042,0.5263671875,0.574803149606,0.55905511811,2524705
-549.662200928,-230.46333313,0.525390625,0.574803149606,0.55905511811,2524710
-550.212219238,-227.577255249,0.5263671875,0.574803149606,0.55905511811,2524715
-550.609436035,-224.141433716,0.52685546875,0.574803149606,0.55905511811,2524721
-550.976104736,-220.045959473,0.52734375,0.574803149606,0.55905511811,2524725
-551.220550537,-215.428222656,0.52734375,0.574803149606,0.55905511811,2524731
-551.373336792,-210.288253784,0.52978515625,0.574803149606,0.543307086614,2524735
-551.495559692,-204.378662109,0.5322265625,0.574803149606,0.543307086614,2524740
-551.587234497,-197.75440979,0.5361328125,0.574803149606,0.543307086614,2524745
-551.556671143,-190.552947998,0.5390625,0.590551181102,0.527559055118,2524751
-551.342773438,-182.939193726,0.54541015625,0.590551181102,0.511811023622,2524755
-550.76222229,-175.380401611,0.55615234375,0.590551181102,0.511811023622,2524761
-549.692764282,-168.316375732,0.57080078125,0.590551181102,0.496062992126,2524765
-547.859405518,-161.857055664,0.58349609375,0.590551181102,0.48031496063,2524771
-545.231613159,-156.35975647,0.59423828125,0.590551181102,0.464566929134,2524774
-541.839904785,-151.632080078,0.60595703125,0.590551181102,0.464566929134,2524781
-537.500976562,-147.591567993,0.619140625,0.590551181102,0.448818897638,2524785
-532.367584229,-143.935852051,0.62890625,0.590551181102,0.433070866142,2524791
-526.378631592,-140.609985352,0.63525390625,0.590551181102,0.417322834646,2524795
-519.656341553,-137.641448975,0.640625,0.590551181102,0.417322834646,2524801
-512.811828613,-135.085205078,0.6435546875,0.590551181102,0.40157480315,2524805
-505.906204224,-133.023742676,0.64599609375,0.574803149606,0.40157480315,2524811
-499.000579834,-131.429504395,0.64892578125,0.574803149606,0.385826771654,2524815
-491.972732544,-130.357543945,0.6513671875,0.574803149606,0.385826771654,2524821
-484.853210449,-129.752838135,0.65185546875,0.55905511811,0.370078740157,2524825
-477.733703613,-129.61541748,0.65234375,0.55905511811,0.370078740157,2524831
-470.736404419,-129.917755127,0.65185546875,0.543307086614,0.354330708661,2524835
-464.044677734,-130.632415771,0.65087890625,0.543307086614,0.354330708661,2524841
-457.4140625,-131.731872559,0.6484375,0.527559055118,0.354330708661,2524845
-451.27230835,-133.16116333,0.64208984375,0.527559055118,0.354330708661,2524851
-445.650024414,-135.002746582,0.626953125,0.527559055118,0.354330708661,2524856
-440.608306885,-137.146697998,0.60302734375,0.527559055118,0.338582677165,2524861
-436.116607666,-139.620483398,0.572265625,0.527559055118,0.338582677165,2524866
-431.991577148,-142.259185791,0.54248046875,0.527559055118,0.338582677165,2524871
-428.202636719,-145.117782593,0.5126953125,0.527559055118,0.338582677165,2524876
-424.810943604,-148.08631897,0.46826171875,0.527559055118,0.354330708661,2524881
-421.847015381,-151.219787598,0.4130859375,0.527559055118,0.354330708661,2524886
-419.402557373,-154.765548706,0.3369140625,0.511811023622,0.354330708661,2524891
-417.477539062,-158.696105957,0.2421875,0.511811023622,0.354330708661,2524896
-416.102508545,-163.066467285,0.14111328125,0.511811023622,0.370078740157,2524901
-415.308074951,-167.684188843,0.04541015625,0.511811023622,0.370078740157,2524906
-414.971954346,-172.191970825,0.04541015625,0.511811023622,0.370078740157,2524911
0,0,0,0,0,0
-442.533355713,-149.378189087,0.166015625,0.527559055118,0.385826771654,2525570
-442.319458008,-149.92791748,0.18310546875,0.527559055118,0.385826771654,2525574
-442.044433594,-150.642562866,0.21533203125,0.527559055118,0.385826771654,2525581
-441.708343506,-151.604598999,0.25244140625,0.527559055118,0.370078740157,2525585
-441.188873291,-152.676574707,0.28271484375,0.527559055118,0.370078740157,2525590
-440.638885498,-153.85848999,0.3115234375,0.527559055118,0.370078740157,2525595
-439.997192383,-155.150360107,0.34375,0.511811023622,0.370078740157,2525600
-439.294433594,-156.524673462,0.36669921875,0.511811023622,0.370078740157,2525605
-438.530517578,-158.256332397,0.38720703125,0.511811023622,0.370078740157,2525610
-437.64440918,-160.290328979,0.408203125,0.511811023622,0.370078740157,2525615
-436.727722168,-162.626678467,0.42529296875,0.511811023622,0.370078740157,2525620
-435.811035156,-165.210403442,0.44091796875,0.511811023622,0.385826771654,2525624
-434.863830566,-167.904083252,0.4541015625,0.511811023622,0.385826771654,2525630
