x,y,p,xt,yt,time
0,0,0,0,0,0
-488.367141724,-292.565795898,0.30419921875,0.511811023622,0.417322834646,1715068
-488.825485229,-292.923126221,0.31298828125,0.496062992126,0.433070866142,1715073
-489.344924927,-293.280456543,0.33056640625,0.48031496063,0.448818897638,1715078
-489.772705078,-293.665267944,0.36328125,0.48031496063,0.448818897638,1715083
-490.231048584,-294.105041504,0.40478515625,0.464566929134,0.464566929134,1715089
-490.658828735,-294.462371826,0.42919921875,0.464566929134,0.464566929134,1715093
-491.208831787,-294.984619141,0.44970703125,0.464566929134,0.464566929134,1715099
-491.911621094,-295.479370117,0.46923828125,0.464566929134,0.48031496063,1715103
-492.767181396,-295.919158936,0.48388671875,0.464566929134,0.48031496063,1715108
-493.775527954,-296.441390991,0.49560546875,0.464566929134,0.48031496063,1715113
-494.936645508,-296.85369873,0.51416015625,0.464566929134,0.48031496063,1715118
-496.281112671,-297.238510132,0.52734375,0.464566929134,0.48031496063,1715123
-497.77835083,-297.595825195,0.5341796875,0.464566929134,0.48031496063,1715129
-499.52003479,-297.815719604,0.541015625,0.464566929134,0.48031496063,1715133
-501.506164551,-297.953155518,0.546875,0.48031496063,0.48031496063,1715139
-503.736740112,-298.035614014,0.55322265625,0.48031496063,0.496062992126,1715143
-506.364547729,-297.953155518,0.5576171875,0.48031496063,0.48031496063,1715149
-509.297912598,-297.760742188,0.5595703125,0.48031496063,0.48031496063,1715153
-512.659057617,-297.48588562,0.56396484375,0.48031496063,0.48031496063,1715159
-516.295196533,-296.991134644,0.568359375,0.48031496063,0.48031496063,1715163
-520.114685059,-296.303970337,0.57080078125,0.496062992126,0.48031496063,1715169
-524.02583313,-295.451889038,0.5732421875,0.496062992126,0.48031496063,1715173
-527.967544556,-294.324935913,0.57666015625,0.496062992126,0.48031496063,1715179
-531.970367432,-293.033081055,0.58056640625,0.511811023622,0.48031496063,1715183
-535.973175049,-291.493835449,0.58447265625,0.511811023622,0.48031496063,1715189
-539.945449829,-289.679718018,0.58984375,0.511811023622,0.48031496063,1715194
-543.764923096,-287.700698853,0.59326171875,0.511811023622,0.48031496063,1715200
-547.401077271,-285.47428894,0.599609375,0.511811023622,0.48031496063,1715204
-550.88444519,-283.027984619,0.603515625,0.511811023622,0.48031496063,1715209
-554.12336731,-280.389282227,0.6103515625,0.527559055118,0.496062992126,1715214
-557.270614624,-277.530700684,0.61865234375,0.527559055118,0.496062992126,1715219
-560.203979492,-274.617126465,0.6279296875,0.527559055118,0.496062992126,1715224
-562.923446655,-271.648574829,0.64111328125,0.527559055118,0.496062992126,1715230
-565.398483276,-268.597579956,0.65673828125,0.527559055118,0.496062992126,1715234
-567.506835938,-265.519088745,0.66845703125,0.527559055118,0.48031496063,1715239
-569.156845093,-262.358154297,0.67822265625,0.543307086614,0.48031496063,1715244
-570.348526001,-259.114746094,0.6826171875,0.543307086614,0.48031496063,1715249
-571.020751953,-255.843856812,0.6875,0.543307086614,0.464566929134,1715254
-571.051315308,-252.435531616,0.69287109375,0.543307086614,0.464566929134,1715260
-570.592971802,-248.944747925,0.69970703125,0.543307086614,0.448818897638,1715264
-569.523513794,-245.398986816,0.70703125,0.543307086614,0.448818897638,1715269
-567.965164185,-241.743286133,0.71630859375,0.543307086614,0.433070866142,1715274
-565.948486328,-238.115066528,0.72412109375,0.543307086614,0.417322834646,1715279
-563.504013062,-234.541824341,0.73046875,0.55905511811,0.40157480315,1715284
-560.723434448,-231.106002808,0.74072265625,0.55905511811,0.385826771654,1715289
-557.637283325,-227.890090942,0.748046875,0.55905511811,0.370078740157,1715294
-554.398361206,-224.949035645,0.75634765625,0.55905511811,0.370078740157,1715300
-551.006668091,-222.255355835,0.767578125,0.55905511811,0.354330708661,1715304
-547.645523071,-219.754089355,0.775390625,0.55905511811,0.338582677165,1715309
-544.223266602,-217.445220947,0.78173828125,0.55905511811,0.322834645669,1715314
-540.709335327,-215.383743286,0.78857421875,0.574803149606,0.307086614173,1715319
-537.073196411,-213.542144775,0.7919921875,0.574803149606,0.307086614173,1715324
-533.162033081,-212.00289917,0.79345703125,0.55905511811,0.307086614173,1715329
-529.037002563,-210.711029053,0.7939453125,0.55905511811,0.291338582677,1715334
-524.789733887,-209.639053345,0.79541015625,0.543307086614,0.291338582677,1715339
-520.42024231,-208.814468384,0.7978515625,0.543307086614,0.291338582677,1715344
-516.081314087,-208.182281494,0.79736328125,0.527559055118,0.291338582677,1715349
-511.956268311,-207.852432251,0.79736328125,0.527559055118,0.275590551181,1715355
-508.045120239,-207.769973755,0.79345703125,0.511811023622,0.275590551181,1715359
-504.225631714,-207.907409668,0.77880859375,0.511811023622,0.275590551181,1715365
-500.406158447,-208.319702148,0.75927734375,0.496062992126,0.275590551181,1715370
-496.464447021,-208.89692688,0.73291015625,0.496062992126,0.275590551181,1715375
-492.3699646,-209.556594849,0.697265625,0.48031496063,0.275590551181,1715380
-488.244918823,-210.381195068,0.654296875,0.48031496063,0.275590551181,1715384
-484.119873047,-211.288253784,0.59375,0.48031496063,0.275590551181,1715390
-480.117050171,-212.277770996,0.51220703125,0.464566929134,0.275590551181,1715395
-476.175354004,-213.294769287,0.38818359375,0.464566929134,0.275590551181,1715401
-472.447540283,-214.394226074,0.17626953125,0.464566929134,0.275590551181,1715405
-468.994720459,-215.603622437,0.17626953125,0.464566929134,0.275590551181,1715410
0,0,0,0,0,0
-346.435150146,-275.386749268,0.2314453125,0.448818897638,0.448818897638,1715782
-346.343475342,-275.936477661,0.2587890625,0.448818897638,0.448818897638,1715787
-346.282348633,-276.431228638,0.28076171875,0.448818897638,0.464566929134,1715792
-346.160125732,-277.008453369,0.31396484375,0.448818897638,0.464566929134,1715799
-346.037902832,-277.530700684,0.34619140625,0.448818897638,0.464566929134,1715802
-345.915679932,-278.080429077,0.3798828125,0.448818897638,0.464566929134,1715807
-345.824035645,-278.685119629,0.41259765625,0.448818897638,0.464566929134,1715812
-345.885131836,-279.26234436,0.43994140625,0.448818897638,0.464566929134,1715818
-346.068481445,-279.839553833,0.46142578125,0.448818897638,0.464566929134,1715822
-346.343475342,-280.416778564,0.4775390625,0.448818897638,0.464566929134,1715828
