x,y,p,xt,yt,time
0,0,0,0,0,0
-547.248291016,-246.048171997,0.1826171875,0.212598425197,0.700787401575,2212549
-547.706634521,-246.405502319,0.185546875,0.212598425197,0.700787401575,2212554
-548.195526123,-246.790313721,0.185546875,0.212598425197,0.700787401575,2212559
-548.684417725,-247.202606201,0.18994140625,0.212598425197,0.700787401575,2212564
-549.14276123,-247.64239502,0.201171875,0.212598425197,0.700787401575,2212570
-549.631652832,-248.082168579,0.21875,0.212598425197,0.700787401575,2212574
-550.151107788,-248.46697998,0.23095703125,0.212598425197,0.700787401575,2212580
-550.76222229,-248.714355469,0.240234375,0.196850393701,0.716535433071,2212584
-551.495559692,-248.989227295,0.2490234375,0.196850393701,0.716535433071,2212590
-552.259460449,-249.181625366,0.25390625,0.196850393701,0.716535433071,2212594
-552.992797852,-249.319061279,0.2587890625,0.196850393701,0.732283464567,2212600
-553.695587158,-249.346557617,0.263671875,0.196850393701,0.732283464567,2212604
-554.36781311,-249.236602783,0.2666015625,0.196850393701,0.732283464567,2212610
-555.162261963,-248.989227295,0.2685546875,0.196850393701,0.732283464567,2212614
-556.04838562,-248.549438477,0.2705078125,0.196850393701,0.748031496063,2212620
-557.148391724,-247.917251587,0.2734375,0.196850393701,0.748031496063,2212624
-558.431747437,-247.092666626,0.28076171875,0.196850393701,0.748031496063,2212629
-559.806762695,-245.99319458,0.28857421875,0.196850393701,0.732283464567,2212634
-561.426223755,-244.673843384,0.29296875,0.196850393701,0.732283464567,2212639
-563.07623291,-243.07963562,0.2978515625,0.196850393701,0.732283464567,2212644
-564.848480225,-241.21055603,0.29931640625,0.196850393701,0.716535433071,2212650
-566.68182373,-239.094085693,0.30322265625,0.196850393701,0.716535433071,2212654
-568.515182495,-236.647796631,0.31005859375,0.196850393701,0.716535433071,2212659
-570.348526001,-234.036575317,0.31640625,0.196850393701,0.700787401575,2212664
-572.151321411,-231.150497437,0.32275390625,0.196850393701,0.700787401575,2212669
-573.770782471,-228.017028809,0.330078125,0.196850393701,0.700787401575,2212674
-575.176361084,-224.773635864,0.33251953125,0.196850393701,0.685039370079,2212679
-576.368041992,-221.392791748,0.3359375,0.196850393701,0.685039370079,2212684
-577.254150391,-217.956985474,0.33740234375,0.196850393701,0.685039370079,2212689
-577.895828247,-214.493682861,0.33984375,0.196850393701,0.669291338583,2212694
-578.231948853,-210.892959595,0.34521484375,0.196850393701,0.669291338583,2212700
-578.262496948,-207.154785156,0.3486328125,0.196850393701,0.669291338583,2212704
-577.987503052,-203.251708984,0.35498046875,0.196850393701,0.653543307087,2212710
-577.498596191,-199.238677979,0.3603515625,0.212598425197,0.653543307087,2212714
-576.765258789,-195.28062439,0.36669921875,0.212598425197,0.637795275591,2212720
-575.787475586,-191.487487793,0.37060546875,0.212598425197,0.622047244094,2212724
-574.626358032,-187.996704102,0.37353515625,0.212598425197,0.606299212598,2212730
-573.251342773,-184.918228149,0.376953125,0.212598425197,0.606299212598,2212734
