-5.472482910160000529e+02,-2.460481719969999972e+02,-7.500000000000000000e-01,-6.600000000000000311e-01,2.300000000000000100e-01,9.699999999999999734e-01,3.300000000000000155e-01,1.073000000000000043e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.552000000000000313e+01,7.080000000000000071e+00,4.929999999999999716e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.477066345209999554e+02,-2.464055023189999929e+02,-7.600000000000000089e-01,-6.500000000000000222e-01,2.700000000000000178e-01,9.599999999999999645e-01,3.499999999999999778e-01,1.081000000000000050e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.557999999999999829e+01,6.980000000000000426e+00,4.990000000000000213e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.481955261230000360e+02,-2.467903137209999898e+02,-8.100000000000000533e-01,-5.899999999999999689e-01,3.200000000000000067e-01,9.499999999999999556e-01,3.699999999999999956e-01,1.085999999999999943e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.563000000000000256e+01,6.900000000000000355e+00,5.059999999999999609e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.900000000000000355e-01,6.099999999999999867e-01,6.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.499999999999999944e-01,1.000000000000000056e-01,1.000000000000000000e+00
-5.486844177250000030e+02,-2.472026062010000089e+02,-8.699999999999999956e-01,-5.000000000000000000e-01,3.599999999999999867e-01,9.300000000000000488e-01,3.800000000000000044e-01,1.089000000000000057e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.564999999999999858e+01,6.839999999999999858e+00,5.139999999999999680e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.900000000000000355e-01,6.199999999999999956e-01,6.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.099999999999999922e-01,2.600000000000000089e-01,1.000000000000000000e+00
-5.491427612300000192e+02,-2.476423950200000093e+02,-9.200000000000000400e-01,-3.900000000000000133e-01,4.099999999999999756e-01,9.100000000000000311e-01,3.900000000000000133e-01,1.089000000000000057e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.565999999999999659e+01,6.790000000000000036e+00,5.240000000000000213e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.800000000000000266e-01,6.300000000000000044e-01,6.800000000000000488e-01,4.000000000000000083e-02,2.000000000000000042e-02,1.000000000000000021e-02,3.900000000000000133e-01,2.800000000000000266e-01,1.000000000000000000e+00
-5.496316528319999861e+02,-2.480821685790000117e+02,-9.599999999999999645e-01,-2.899999999999999800e-01,4.500000000000000111e-01,8.900000000000000133e-01,4.099999999999999756e-01,1.072000000000000064e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.564000000000000057e+01,6.759999999999999787e+00,5.360000000000000320e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.700000000000000178e-01,6.400000000000000133e-01,6.999999999999999556e-01,1.000000000000000056e-01,2.999999999999999889e-02,2.000000000000000042e-02,5.100000000000000089e-01,4.000000000000000222e-01,1.000000000000000000e+00
-5.501511077879999903e+02,-2.484669799799999907e+02,-9.799999999999999822e-01,-2.099999999999999922e-01,5.000000000000000000e-01,8.599999999999999867e-01,4.199999999999999845e-01,1.074000000000000021e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.560999999999999943e+01,6.750000000000000000e+00,5.509999999999999787e+00,7.500000000000000000e-01,6.600000000000000311e-01,7.600000000000000089e-01,6.500000000000000222e-01,7.099999999999999645e-01,1.300000000000000044e-01,2.999999999999999889e-02,2.000000000000000042e-02,6.899999999999999467e-01,4.500000000000000111e-01,1.000000000000000000e+00
-5.507622222899999542e+02,-2.487143554689999974e+02,-1.000000000000000000e+00,-8.999999999999999667e-02,5.600000000000000533e-01,8.299999999999999600e-01,4.400000000000000022e-01,1.066999999999999993e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.557000000000000028e+01,6.740000000000000213e+00,5.650000000000000355e+00,7.600000000000000089e-01,6.500000000000000222e-01,7.700000000000000178e-01,6.400000000000000133e-01,6.899999999999999467e-01,2.300000000000000100e-01,5.000000000000000278e-02,2.999999999999999889e-02,8.299999999999999600e-01,5.699999999999999512e-01,1.000000000000000000e+00
-5.514955596920000289e+02,-2.489892272950000063e+02,-1.000000000000000000e+00,7.000000000000000666e-02,6.199999999999999956e-01,7.900000000000000355e-01,4.500000000000000111e-01,1.064000000000000057e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.550999999999999801e+01,6.730000000000000426e+00,5.809999999999999609e+00,8.100000000000000533e-01,5.899999999999999689e-01,8.000000000000000444e-01,5.999999999999999778e-01,6.500000000000000222e-01,4.799999999999999822e-01,8.000000000000000167e-02,8.000000000000000167e-02,1.000000000000000000e+00,6.300000000000000044e-01,1.010000000000000009e+00
-5.522594604490000165e+02,-2.491816253659999916e+02,-9.699999999999999734e-01,2.399999999999999911e-01,6.800000000000000488e-01,7.399999999999999911e-01,4.699999999999999734e-01,1.050000000000000000e+01,8.999999999999999667e-02,4.000000000000000083e-02,3.545000000000000284e+01,6.730000000000000426e+00,5.950000000000000178e+00,8.699999999999999956e-01,5.000000000000000000e-01,8.199999999999999512e-01,5.699999999999999512e-01,6.099999999999999867e-01,5.100000000000000089e-01,7.000000000000000666e-02,8.000000000000000167e-02,1.159999999999999920e+00,7.500000000000000000e-01,1.010000000000000009e+00
