x,y,p,xt,yt,time
0,0,0,0,0,0
-561.242874146,-238.434417725,0.38037109375,-0.322834645669,-0.165354330709,2143729
-560.876205444,-237.170043945,0.3828125,-0.291338582677,-0.165354330709,2143734
-560.387313843,-235.410903931,0.37744140625,-0.275590551181,-0.165354330709,2143739
-559.776199341,-233.129516602,0.3828125,-0.259842519685,-0.165354330709,2143744
-559.226196289,-230.353393555,0.42138671875,-0.228346456693,-0.165354330709,2143750
-558.492858887,-227.219924927,0.4697265625,-0.212598425197,-0.165354330709,2143754
-557.66784668,-223.811599731,0.50732421875,-0.212598425197,-0.165354330709,2143759
-556.751174927,-219.990982056,0.529296875,-0.196850393701,-0.181102362205,2143764
-555.834487915,-215.620635986,0.53955078125,-0.196850393701,-0.181102362205,2143769
-554.917816162,-210.783004761,0.546875,-0.196850393701,-0.181102362205,2143774
-553.940032959,-205.3956604,0.55322265625,-0.196850393701,-0.181102362205,2143779
-552.931686401,-199.705947876,0.564453125,-0.196850393701,-0.181102362205,2143784
-551.892791748,-193.82383728,0.57470703125,-0.196850393701,-0.181102362205,2143789
-550.792770386,-187.80430603,0.5830078125,-0.196850393701,-0.196850393701,2143794
-549.692764282,-181.729782104,0.58642578125,-0.196850393701,-0.196850393701,2143800
-548.653869629,-175.682754517,0.5888671875,-0.196850393701,-0.196850393701,2143804
-547.645523071,-169.663223267,0.59375,-0.196850393701,-0.196850393701,2143810
-546.637176514,-163.753616333,0.59912109375,-0.196850393701,-0.196850393701,2143815
-545.812164307,-158.036437988,0.60498046875,-0.196850393701,-0.196850393701,2143819
-545.017715454,-152.566619873,0.6142578125,-0.196850393701,-0.196850393701,2143825
-544.437149048,-147.564086914,0.625,-0.196850393701,-0.212598425197,2143830
-544.039932251,-143.166229248,0.634765625,-0.196850393701,-0.212598425197,2143835
-543.764923096,-139.56552124,0.640625,-0.196850393701,-0.212598425197,2143840
-543.734375,-136.926818848,0.642578125,-0.196850393701,-0.212598425197,2143845
-543.734375,-135.25012207,0.64208984375,-0.196850393701,-0.212598425197,2143850
-543.79548645,-134.453033447,0.63525390625,-0.212598425197,-0.212598425197,2143855
-543.978820801,-134.370574951,0.623046875,-0.212598425197,-0.212598425197,2143860
-544.192703247,-134.975280762,0.619140625,-0.212598425197,-0.212598425197,2143865
-544.589935303,-136.432067871,0.61865234375,-0.212598425197,-0.212598425197,2143870
-545.139938354,-138.795898438,0.61572265625,-0.212598425197,-0.212598425197,2143875
-545.781616211,-142.396606445,0.611328125,-0.212598425197,-0.212598425197,2143880
-546.484390259,-147.179275513,0.6025390625,-0.212598425197,-0.212598425197,2143885
-547.126068115,-152.786514282,0.59130859375,-0.212598425197,-0.196850393701,2143890
-547.859405518,-158.998458862,0.580078125,-0.212598425197,-0.196850393701,2143895
-548.653869629,-165.540252686,0.572265625,-0.212598425197,-0.196850393701,2143900
