x,y,p,xt,yt,time
0,0,0,0,0,0
-591.218185425,-216.775054932,0.30810546875,0.464566929134,0.543307086614,710928
-592.073760986,-216.555175781,0.3251953125,0.48031496063,0.543307086614,710933
-593.020980835,-216.527679443,0.3310546875,0.48031496063,0.527559055118,710938
-593.907104492,-216.500198364,0.38037109375,0.48031496063,0.527559055118,710943
-594.609893799,-216.39024353,0.4296875,0.496062992126,0.511811023622,710948
-595.03767395,-216.280303955,0.466796875,0.496062992126,0.511811023622,710952
-595.312683105,-216.197845459,0.50048828125,0.496062992126,0.511811023622,710958
-595.434906006,-216.087905884,0.52783203125,0.511811023622,0.496062992126,710963
-595.434906006,-216.087905884,0.55029296875,0.511811023622,0.496062992126,710967
-595.526565552,-216.087905884,0.5712890625,0.511811023622,0.496062992126,710973
-595.526565552,-216.087905884,0.5859375,0.511811023622,0.496062992126,710978
-595.526565552,-216.087905884,0.59423828125,0.511811023622,0.496062992126,710983
-595.526565552,-216.087905884,0.6005859375,0.511811023622,0.496062992126,710988
-595.526565552,-216.17036438,0.603515625,0.511811023622,0.511811023622,710993
-595.526565552,-216.17036438,0.60546875,0.511811023622,0.511811023622,710998
-595.343231201,-216.252822876,0.607421875,0.511811023622,0.511811023622,711003
-595.129333496,-216.280303955,0.60791015625,0.511811023622,0.511811023622,711008
-594.579330444,-216.362762451,0.61376953125,0.511811023622,0.511811023622,711013
-593.540435791,-216.692596436,0.6220703125,0.511811023622,0.511811023622,711018
-591.829299927,-217.297302246,0.6259765625,0.511811023622,0.511811023622,711024
-589.323730469,-218.314300537,0.62841796875,0.511811023622,0.511811023622,711028
-586.176467896,-219.771087646,0.6298828125,0.511811023622,0.511811023622,711033
-582.479202271,-221.55770874,0.6318359375,0.511811023622,0.511811023622,711038
-578.384719849,-223.784118652,0.6337890625,0.511811023622,0.511811023622,711043
-574.229125977,-226.395339966,0.6357421875,0.511811023622,0.511811023622,711048
-570.04296875,-229.41885376,0.63720703125,0.496062992126,0.511811023622,711053
-565.917922974,-232.827178955,0.63916015625,0.496062992126,0.511811023622,711058
-562.006774902,-236.482879639,0.64111328125,0.496062992126,0.511811023622,711063
-558.065063477,-240.440933228,0.642578125,0.496062992126,0.511811023622,711068
-554.18447876,-244.398986816,0.6416015625,0.496062992126,0.511811023622,711074
-550.517776489,-248.329544067,0.63720703125,0.496062992126,0.511811023622,711080
-547.09552002,-252.260116577,0.6337890625,0.496062992126,0.527559055118,711083
-544.101043701,-255.998275757,0.63037109375,0.48031496063,0.527559055118,711088
-541.50378418,-259.763931274,0.619140625,0.48031496063,0.527559055118,711094
-539.334320068,-263.502090454,0.61083984375,0.48031496063,0.543307086614,711098
-537.623199463,-267.405181885,0.60107421875,0.464566929134,0.543307086614,711103
-536.309295654,-271.720550537,0.5908203125,0.464566929134,0.55905511811,711108
-535.514846802,-276.310806274,0.580078125,0.464566929134,0.55905511811,711113
-535.270401001,-281.065963745,0.57080078125,0.448818897638,0.55905511811,711119
-535.667617798,-285.766159058,0.55859375,0.448818897638,0.574803149606,711123
-536.64541626,-289.999069214,0.54638671875,0.448818897638,0.574803149606,711129
-538.173202515,-293.709747314,0.53759765625,0.448818897638,0.574803149606,711134
-540.098220825,-296.925674438,0.53515625,0.448818897638,0.574803149606,711139
-542.267684937,-299.59185791,0.53369140625,0.448818897638,0.590551181102,711144
-544.620483398,-301.763290405,0.53173828125,0.448818897638,0.590551181102,711149
-547.064956665,-303.302536011,0.53173828125,0.464566929134,0.590551181102,711154
-549.448318481,-304.182098389,0.53466796875,0.48031496063,0.606299212598,711159
-551.831680298,-304.264556885,0.537109375,0.48031496063,0.606299212598,711164
-554.153915405,-303.52243042,0.53759765625,0.496062992126,0.622047244094,711169
